Tanggal,Username,Rekomendasi,Review
26 Oct 2022,babyxoxox,babyxoxox recommends this product!,"Suka banget! Ini serum andalan untuk menghilangkan bekas jerawat, sama mencerahkan wajah. Wajahku jadi cerah dan bekas-bekas jerawat hilang! Di aku nggak bikin jerawatan juga, terus mudah diserap, nggak lengket, baunya juga nggak aneh-aneh. Untuk harga sih masih masuk akal sih."
26 Oct 2022,cilaabb,cilaabb recommends this product!,"Teksturnya kental, apply nya harus di tap tap, kalo di usap, teksturnya malah kayak daki (?). Tapi sejauh ini ga bikin breakout kok. Lumayan memudarkan bekas jerawat kalo di aku. Repurchase? Maybe. Masih mau nyari yang lain."
13 Oct 2022,amelgnw,amelgnw recommends this product!,"Sumpah ini mempan banget untuk jerawat ataupun pas breakout parah. Aku sendiri sukak banget sama produk ini, karena semantul itu di aku. Pernah kemarin itu breakout yang parah banget. Dan produk ini lah penyelamangat aku sampai saat ini ð"
12 Oct 2022,rindia,rindia recommends this product!,Udah ga keitung seberapa sering aku rekomendasiin serum ini ke orang-orang yang butuh serum mencerahkan. Aku sendiri pun pas pertama kali coba ikutan kaget karena di pemakaian pertama aja udah kerasa bedanya. Paling ampuh pakai ini di malam hari sih menurut ku jadi pas bangun tidur kulit keliatan glowing banget
06 Oct 2022,bellamahadewi,bellamahadewi recommends this product!,"Serum pertamaku yg berjasa banget mengatasi jerawatku yg parahâ¤ï¸â¤ï¸ dulu pake ini sktr thn 2018 pas lagi booming bngt ternyata cocok dan mantul bngt pelan2 ngobatin jerawatku tapi aku pakenya malam aja soalnya dia agak berat aja gtu menurutku kalau pake di siang hari, ow iya dia banyak bngt yg palsunya jadi kalian mending beli di store resminya aja"
02 Oct 2022,phoebe27,phoebe27 recommends this product!,"Aku uda habis 2 tub to niacin ini. Teksturnya kentel , Pas pake ada sedikit efek cekat cekit tp dikit doang sii. Pertama kali pake hasilnya wow glowing bgt dia bs cepet ngempesin jerawat. Tapi menurutku untuk bekas dia kaya kurang ampuh walaupun ud 10% tp tetep di mukaku gaterlalu ngefek buat bekas jerawatnya. Susa bgtt nyari ini yg ori skrgg"
21 Sep 2022,Bulansridevi,Bulansridevi recommends this product!,"Aku pakai ini jujur aja, awalnya memang agak kusam tapi ga kusam banget karena sebelumnya pakai whitelab. Dan i think i wanna try new serum. Dan aku cari2 review ketemulah ini. Pemakaian sekitar 2 minggu yg aku dapat sih udah mulai glowing ya. Lumayan sih baru 2 minggu udah ada efeknya. Btw aku pakai ini cuma di malam hari aja, siangnya cuma kadang2. Karena aku males wkwkkwkwk kayanya sih kalo ini abis aku bakal lanjut lagi. Jadi bakal repurchase"
17 Sep 2022,srhhanifa,srhhanifa recommends this product!,"RECOMMEND banget produk ini, karena di wajah aku efeknya sangat bagus, kulit jd lebih cerah, jerawat mulai memudar bekasnya dan ga bikin kering atau minyakan. paling signifikan dibagian jerawat yang tinggal bekasnya aja, pakai ini jd jauh memudarkan bekas jerawatnya."
05 Sep 2022,maya_dewanto,maya_dewanto recommends this product!,"Sudah repurchase this product beberapa kali. Di kulitku ini terasa bngt efek mencerahkannya. Noda bekas jerawat bisa samar dlm waktu yang cukup singkat. Kalau di pakai sebagai base makeup, ini bagus, jadi lebih nempel makaupnya. Untuk packaging dia cukup sturdy dengan bahan kaca dan aplikator pipet. Sekarang lagi pakai produk niacin merek lain, but will definitely go back and repurchase this."
25 Aug 2022,ndhseraphine,ndhseraphine recommends this product!,"Keracunan beli produk ini karena waktu itu brandnya lg hits bgt, ternyata niacinamide nya beneran poll. Teksturnya kental tp sangat cepat diserap kulit, setelah 1-2 menit kulit terasa super halus, dan kalau semalam habis pakai ini, besok paginya kinclong bgt kulitnya. Ga bikin kulit berminyak, dan jujur kalau misalnya setelah pakai ini bisa aman pakai makeup kayaknya aku kasih lima â­, tapi sayangnya makeup transfer semua ke masker dan kerudung kalau pakai ini sebelum makeup, padahal bikin pori2 dan makeup kelihatan halus banget. Overall recommended buat night routine atau morning routine kalau ga pakai makeup."
24 Aug 2022,raudhatussyifa,raudhatussyifa recommends this product!,"niacinamide serum ternampol sih ini. udah pake sejak 2018. Repurchase 4x. Kalau dari packaging aku suka banget designnya yg minimalis dan pipetnya tu panjang, jadi kalau isi produknya tinggal dikit banget, masih bisa diambil pakai pipetnya. Dari segi tekstur, memang agak thick ketika diaplikasikan ke wajah. Tapi, cepat menyerap di kulit. So far, ini serum dengan niacinamide 10% paling nampol dibandingkan dengan produk lain yg udah aku coba. Yang paling terlihat efeknya adalah kalau lagi berjerawat, serum ini ngebantu banget jerawat cepat hilang. Walaupun saat pemakaian di atas jerawat ada rasa cekit2 sedikit. Oya biasanya serum ini juga aku jadikan obat totol jerawat biar jerawat cepat kering.Kalau dipakai saat malam hari, paginya kulit jadi lembab plump glowing"
20 Aug 2022,Chairan_Lisa,Chairan_Lisa doesn't recommend this product! ,TO niacinamide 10% bikin wajah ku glowing tapi ga bisa dilayer pakai produk lain krn kyk ada sikiconnya jadi produk lain yh dilayer setelah pakai TO niacinamide ini bakal ga nempel dan negbuyar kyk daki kulit gt. Tekstirnya kental dan baunya agak sedikit kurang ok tapi ga ganggu. Pertama kali penggunaan aku ngerasa cekit2 dan keesokkannya kulit ku memerah dibagian lipatan hidung dan dagu. Kayaknya sih kadar niacinamide 10% kurang pas di kulit ku
20 Aug 2022,Naningdyahs,Naningdyahs recommends this product!,"GILA ini produk bagus bangetttt. dan kadang susah banget dicarinya produk orinya. cocok bgt dikulit sensitif dan oily aku. pagi nya tuh cerahhh. cuma kalo produknya meluber ke botol dia kaya ada kristal gitu yg mengering. bau nya gak terlalu ganggu sih, gak terlalu lengket juga dipake dimuka"
19 Aug 2022,Echasaras,Echasaras recommends this product!,"Ini sangat bagus untuk kulit berminyak hingga kulit yg sangat Berminyak dengan masalah apapun.Omong kosong jika kalian yg memiliki kulit berminyak tidak cocok pakai ini, ini bahkan bekerja baik untuk kulit berminyak rosacea.Jika kalian yg memiliki kulit berminyak pakai produk ini dan tidak cocok maka ini alasannya:1.produk palsu2.produk kadaluarsa3.produk kw/campuran4.produk oksidasi5.menggunakan pencuci wajah yg menyebabkan sensitisasi kulit (mengandung bahan iritasi,bahan pengering kulit,bahan penyumbat pori, residu)6.menggunakan produk tanpa bilas lain seperti toner,serum, pelembab, sunscreen yg masih mengandung bahan iritasi maupun bahan penyumbat pori."
15 Aug 2022,Daysptian,Daysptian recommends this product!,"No debat ini okay banget! Udah make bertahun2, bener2 jadi rescue buat ngilangin bekas jerawat. Tapi sayang sekarang susah banget cari yg ori. Texture product edisi yg terbaru rada beda lebih susah nyerap."
09 Aug 2022,syainanf,syainanf recommends this product!,"Ngebantu bgt waktu breakout. Nyembuhin dan mudarin bekas2 jerawat. Baunya lumayan strong tapi aku gak masalah sih. Teksturnya thick jadi lumayan lama buat nyerepnya, harus ditepuk2 agak lama biar cepet. Baru keliatan hasilnya setelah pemakaian rutin 1 bulan. Gak repurchase soalnya gatau kenapa kena bo gelombang kedua. Jadi nyoba another niacin serum aja."
08 Aug 2022,yipiyipiyaya,yipiyipiyaya recommends this product!,yaz bagus banget untuk cerahin kulit dan mudarin bekas jerawat. pakai di undereye juga ada efek bikin undereye terhidrasi dan kelihatan sehat. sayangnya makin lama agak susah cari yang ori di indo. bisa dipake di sikut dan lutut juga untuk cerahin kedua area ini. recommend.
04 Aug 2022,Imluckyfix,Imluckyfix recommends this product!,"udah habis 2 botol bagus banget.. niacinamide salah satu kandungan yg multitasking.. karena segala bisa.. buat jerawat,bekas jerawat, kulit kusam, ngontrol minyak, ngelembapin juga..cocok buat kulit yang gampang bermasalah..ga ada komplain sih aku mh.. sayang banget buat ga cocok sama niacinamide..pake skincare emang harus banyak eksperimen sih karna sifatnya personal tiap orang hasilnya beda beda.."
04 Aug 2022,vanilab,vanilab recommends this product!,"mantepp bangett ni buat mudarin bekas jerawat, mungkin krn kandungan niacinamidenya tinggi banget di sini, teksturnya kental dan warnanya bening, aku pake versi korean, sejauh ni mantull dan repurchase terus menerus ðð"
30 Jul 2022,gladioly,gladioly recommends this product!,"Dulu wajah aku bener-bener rusak. Banyak jerawat merah, beruntusan, dan bekas yang hitam. Gak pede banget sampai akhirnya nemu review dari seseorang tentang brand ini, minat dong aku. Pertama pakai emang ada kesan cekit-cekit dan panas di wajah tapi tetep aku lanjutin aja sampai kurang lebih tiga bulan itu dua kali repurchase. Hasilnya beneran se worth it itu buat wajahku yang rusaknya udah bikin hopeless. Prosesnya emang lama, tapi hasil gak menghianati kesabaran dan ketelatenan."
27 Jul 2022,Indralanny,Indralanny doesn't recommend this product! ,Ada kandungan Carageenan nya yang bikin muka jadi komedoan. Tekstur sih gel tapi ga terlalu tebel gitu ya. Buat muka yang berpori lebar lebih baik jangan deh capek beresin komedonya. Sekarang aku beralih ke Some by mi snail serum dan cocok banget âï¸
19 Jul 2022,itsagustin22,itsagustin22 recommends this product!,"Dulu aku pernah cobain ini sampe habis 2 botol. Dan emang bagus hasilnya. Texture nya gak kentel banget, gampang ngresep tp ada sensasi cekit cekit dan agak panas di mukaku sih.. tp so far dia bisa bikin muka ku cerah dan memudarkan bekas jerawat juga. Tp gatau kenapa, jerawat tetep on off ð­"
19 Jul 2022,monikssi,monikssi recommends this product!,"Dulu sempat lama pakai ini sebelum pandemi dan nilai dollar melambung tinggi akhirnya beralih ke produk lain. Hasilnya di aku bagus, mencerahkan dapat, oil control, bikin wajah jadi lembut dan jarang jerawatan. Dari produk ini aku belajar bahwa niacin itu holygrail-ku untuk skincare pagi biar bebas minyak. Tapi awal pakai ini sempat cekat cekit dulu semingguan dan harus dibantu pelembap setelahnya. Terus lama-lama baru terbiasa mukaku sampai bisa sehabis serum ini langsung suncreen (step pagi aku selalu seringkas mungkin karena gak banyak waktu)."
18 Jul 2022,Anggitakarima,Anggitakarima recommends this product!,"Mungkin karna baru pake belum terlalu keliatan ya hasilnya tapi sedikit keliatan lebih cerah.Lembab dan halus juga,better sih setelah pake ini.Pakenya waktu itu 2-3 kali seminggu engga langsung tiap hari.Trus waktu udah cocok aku pake rutin deh.Mungkin harus habis lebih dari 1 botol biar hasilnya lebih keliatan"
16 Jul 2022,glen12,glen12 recommends this product!,"oke , dulu sekitar 2 tahunlalu pernah pake dan failed !!! muka malah keluar jerawat banyak bgt , hancur pokoknya . nah skrg masih penasaran dan cari tau penyebabnya apa bisa sampai keluar jerawat gede2 , ternyata ada trick pake nya ð sekarang malah jadi jatuh cinta bgt , muka bener2 halus cerah dan terkesan bounce dan tebal â¤ï¸â¥ï¸"
15 Jul 2022,zalfanjani,zalfanjani doesn't recommend this product! ,"Aku udah berhenti pakai ini karena produknya bikin muka oily dan ternyata merupakan penyebab dari whitehead di hidungku. Awalnya memang bagus banget, tapi lama-kelamaan, efeknya malah sebaliknya. Mukaku jadi oily, berjerawat, dan setelah pakai rasanya lengket dan kurang clean. Mungkin juga karena aku pakainya kombinasi sama benzoyl peroxide ya, jadi reaksinya bikin super oily dan ga nyaman. Apapun itu, aku udah ngga pakai ini sekarang dan would not really recommend it tbh. "
13 Jul 2022,siskatriwrt,siskatriwrt recommends this product!,"serum ajaib sih. sebelumnya pake yang merk im****a ternyata gak cocok malah jadi kayak kilang minyak wkwkw. dan liat wishlist aku ini ada the ordinary, jadinya langsung searching fungsi dari zinc itu apa, ternyata keren juga bisa mengontrol minyak di wajah, akhirnya beli jugað¹ ada efek memcerahkan dalam waktu 1 minggu walau emang gak se wow itu, butuh proses yang lama. tapi yang terpenting cocok aja sih, sekarang udah botol kedua. 4.8/5 dari aku"
12 Jul 2022,IndahRS28,IndahRS28 recommends this product!,"Secinta itu sama ini serum, first time pake Niacinamide langsung yang konsistensinya lumayan tinggi rada nekat ya hihi tapi untungnya hasilnya tidak mengecewakan. bantu banget ngurangin redness, jeriwi beserta bekasnya, dan melembapkan juga. tekstur serumnya gak cair dan gak kentel juga jadi tengah2 lah ya bikin cepet meresap ke kulit, no fragrance juga, dan di aku gak ada masalah ketika dilayer sama skincare lainnya. warna serumnya bening tapi pas di ratain ke wajah sedikit berubah jadi ada busa putih gitu tapi langsung meresap ilang abis itu. pokonya cocok dikulit aku yang sensitv dan oily jadi gak bikin break out. padahal aku pake cuman malem hari aja tapi hasilnya lumayan cepet keliatan sebulan kemudian muka udah cerahan dan jerawat yang muncul cuman pas lagi pms aja."
12 Jul 2022,beelavia,beelavia doesn't recommend this product! ,"Serum Niacinamide ku, pas awal-awal the ordinary baru launch. Awalnya suka banget sama produk ini, cuma sayangnya suka pilling kalau di kombinasikan dengan step skincare yang lain. Sayang banget abis banyak baca niacinamide efectivenya di range 2-5%. Buat ladies yang prinsipnya less is more not really recommended, karena produk lokal udah banyak serum niacinamide"
11 Jul 2022,Natasyafd,Natasyafd recommends this product!,"Pertama kali coba niacinamide adalah merk The Ordinary ini, sebelum beli tentu aku research dulu review di sosmed dan ingredients nya. Hampir setahun baru nekat beli dan langsunf cocok. Awal pemakaian muncul purging dan sedikit kemerahan. Tp aku atasin pake moisturizer. Setelah purging muka jadi lebih cerah dan bekas jerawat ikut hilang perlahan"
11 Jul 2022,cacarevita,cacarevita recommends this product!,"bagus, muka aku typical yg sensitive dan gampang berjerawat. setelah kepo2 akhirnya coba dan akhirnya cocok. dan menurut aku cukup cepet hasilnya dalam sebulan sisa dark spot di aku 70% gone dan gabikin break out. bahkan mama aku aja sempet coba dan suka. akhirnya setelah semua darkspot aku hilang aku stop pakai ini. thanks the ordinaryâ¡"
11 Jul 2022,liaey,liaey recommends this product!,"Benci bgt yah ama serum ini. Dia pilling (keluar bulir) mulu loh, dipairing pake apa pun. Ga paham sih. Trs ya ga terlalu works on me sih. Meh aja gitu. Aku lebih suka niacin nya somethinc, walopun harganya mirip2 yah. "
09 Jul 2022,rre,rre recommends this product!,"serum pertama ku! teksturnya kental, gampang diratain, dan cpt meresap. bantu ratain warna kulitku yang belang karena Pramuka panas-panasan, ngatasin jerawat dan bekasnya, dan oil control di area t-zone. aku juga udah pake ini dua botol dan ttp sebagus itu. yg mau beli hatiÂ² ya krn banyak yang fake. jgn tergiur sama serum ini dengan harga murah. meskipun mahal, tp ini worth it ð"
08 Jul 2022,Yennimishana,Yennimishana recommends this product!,"Waktu produk ini lagi ngehype aku ga ikutan pake karna anaknya ga mudah teracuni. sadar diri karna kulit ga bisa coba2 produk ini itu. Kebetulan jg lg pake niacinamide gel lokal yg 5% dan setelah niacin gel lokal habis pengen nyobain presentase yg lebih tinggi jatuhlah pilihan ke TO ini dan ternyata ini ga overrated. memang sebagus itu di kulitku yg oily, acne prone. Teksturnya agak kental bening tapi ga greasy sama sekali bahkan ada efek oil control nya juga di kulitku. terus kulit yg kusam akibat liburan (no reapply sunscreet at that time) balik lagi ke warna kulit awal. seneng deh. Aku pake ini setiap pagi dibawah sunscreen dan pake malam saat lg off jadwal prescription retinoid. Dan yang bikin seneng lg tuh karna ini afordable. Bakalan repurchase walau stok ku belum habis."
06 Jul 2022,tyasranni,tyasranni recommends this product!,"Produk niacinamide yang pertama kali aku coba. Dari packaging menurutku kelihatan bersih, elegan, simple dan mudah dibawa bawa krn kecil ga makan tempat. Pipetnya enak banget dipakai ambil produknya. Tekstur serumnya kental. Cepet meresap. Jangan harap hasilnya instan ya karena aku pas pakai ini dulu kelihatan hasilnya setelah pemakaian -+ 3bulan. Perubahan yang aku notice itu bekas jerawat memudar terutama di pipi krn bekas jerawat di pipiku susah ilang tapi pakai ini jadi lebih cepet pudarnya dan warna kulit jadi lebih cerah. Dulu pas pakai ini bareng sama produknya cosrx yang snail essence, mantap hasilnya. Lembab dapet dan cerah dapetð«¶ð»"
06 Jul 2022,cecilion,cecilion recommends this product!,"Aku pakai The Ordinary bagus banget, Serum ini juga membantu mencerahkan kulitku, tentunya hasilnya akan terlihat setelah pemakaian minimal 1 bulan ya guys, tidak instan. Aku suka efeknya di kulit, namun aku kurang suka teksturnya yang setelah diratakan akan menimbulkan lapisan serum (residu) yang mengelupas dari kulit wajah"
03 Jul 2022,brigittaanitali,brigittaanitali doesn't recommend this product! ,Berharap banget cocok sama produk ini karena banyak review bagus tapi sayang banget tau nya gak cocok.. break out dan kering dan perihâ¦aku kira purging san butuh waktu sampe habis 1 botol tetep gak sembuhin jerawat malah nambah jerawat. Sad
30 Jun 2022,citra.sheila,citra.sheila recommends this product!,"Sudah habis 2 botol dan akan purchase ke-3 kali nya.. cocok sih ya, wajah jadi cerah dan memang memudarkan bekas jerawat, walaupun butuh waktu buat ngilangin bekas yg hitam2. Pada dasarnya kulitku memang cocok sih sm niacinamide, sementara ini akan repurchase terus."
29 Jun 2022,hannasmrs,hannasmrs recommends this product!,"Pertama produk ini sampai aku langsung pakai dalam beberapa minggu berturut-turut. Ada reaksi cukup perih di sekitar hidungku yang memang cukup sensitif. Teksturnya standar serum cukup thick. Hampir setahun sekarang aku pakai seminggu sekali aja biar ga terlalu perih dan suka aku mix dengan serum yang hydrating biar ga narik wajah banget efeknya, tapi sejauh ini cukup aman di aku meski cara kerjanya ga langsung instan ya, overall suka dengan feels di kulit waktu abis dipakai, semi glowing dan cukup adem"
22 Jun 2022,imeragustin,imeragustin recommends this product!,"Cinta banget deh sama serum ini ð¥°ð udah repurchase berulang kali karena secocok itu. Serum ini benerÂ² bikin wajah bersih, jerawat dan bekasnya cepet ilang, teksturnya kentel tapi juga yang cepet meresap gitu. Awal pemakaian emang ada sensasi trecepÂ²nya ya, tapi cuman bentar doang kok"
17 Jun 2022,lusianahakim_,lusianahakim_ recommends this product!,"serum ini bagus banget sih, bener2 memberantas jerawat bahkan bruntusan aku, kulitku Alhamdulillah bkn yg gampang jerawatan, tapi gampang bgt bruntusan apalagi kalo skincare yg bahannya bikin alergi di kulit. tekstur serum ini tuh kental banget, warnanya bening. kayaknya gak pakai perfume si soalnya gak ada tercium wangi2an. tapiiiii sayangnya bikin kulit jd kering gitu, mungkin kandungan zinc-nya ya. jd aku pake ini gak rutin setiap hari tapi selang seling sama serum lain."
15 Jun 2022,syadzafatinaoktafiarani,syadzafatinaoktafiarani recommends this product!,"Pake ini baru setengah botol, kurang udah lebih 2 bulanan dan diaku efek mencerahkan dan melembabkannya kerasa banget, aku pulang dari liburan di pulau lgsg beli ini dan gasampe 2 minggu kulit aku udah jauh lebih baik yg tadinya kering kusam dan gada makeup yang mau nempel akhirnya bisa balik lg, tp emg banyak yg palsu jd hati2 ya guys carinya"
15 Jun 2022,Effadesiana,Effadesiana recommends this product!,"oke jadi aku pake serum ini karena rekomendasi dari twitter yang katanya serum ini bagus bgt buat mencerahkan wajah kusam, dan bener dong pemakain Â± 2 minggu udah keliatan banget di muka aku udah nggak keliatan kusam bgt guys, awal beli jujur ragu bgt takut ga cocok, takut bikin break out dll. Tapi karena review warga twitter dan female daily yg bagus bagus akhirnya aku berani coba dan ini worth to buy bgtt."
15 Jun 2022,windagha,windagha recommends this product!,"Berkali kali repurchase ni product bagus bgttt untuk mencerahkan. Tapi hati2 yah banyak bgt yang palsu. Mending belinya di toko atau e commerce yang udah pasti kayak FD atau Zal*ra. Keliatan hasilnya kok walau baru abis 1 botol, tapi repurchase biar lebih mantul."
15 Jun 2022,Chantelle,Chantelle recommends this product!,"Ini produk kayanya semua orang tau dan booming pas tahun 2020an karena tiktok? Dulu pas awalâ yang beli itu kakak aku, dia PO lama bgt dr instagram terus aku ikutan make dan emang sebagus itu, untuk kulit aku yang sensitif pun masih cocok. Dia ngehalusin tekstur muka banget kalo dipake rutin dan tiap hari dipakai pun oke, cocok banget sih buat benerin skin barrier. Aku cuman pake toner, ini, sm moist udh bagus bgt. The ordinary ini sama cerave kalo dipake barengan bagus bgt ð­ jd biasanya aku kalo make ini harus dibarengin sm cerave biar hasilnya ++++. Strugglenya, agak sulit cari yg original karna ffs banyak bgt kwnya dan emg harus lebih telitið­ Kalo PO pun agak lama yah, jadi kalo ke luar negeri sekalian beli banyak ajaâð¼ and minusnya, aku ga terlalu suka baunya yang sangat chemical."
14 Jun 2022,dinisslr,dinisslr recommends this product!,"Selama pake produk ini ngerasanya jadi jarang ada jerawat kecil, terus agak cerahan, kulit ga kering kayak sebelunya, kalo muncul jerawat tuh cepet kempesss. Biasanya aku pake agak tebel pas dibagian jerawat atau belas jerawat. BAGUSSS"
14 Jun 2022,noviraandiani,noviraandiani recommends this product!,"ini produk sejuta umat ga sihhh hahaha karna emang bagus bangettt. di kulitku dia ga ada reaksi yang aneh kayak timbul breakout gitu. malah emang beneran bikin bekas jerawat pudar perlahan. tekstur kulit juga ikut halus perlahan. mencerahkannya juga dapet bangettt. biasa aku layer pake alpha arbutin, bangun tidur jadi glowingggg"
11 Jun 2022,Litara,Litara recommends this product!,"Produk niacinamide pertama aku yg bikin nagih dan sampe sekarang masih rutin adding niacinamide to the routine! Nggak berbau sama sekali, teksturnya kental, bening, nggak lengket. Suka banget kalo di pake pas muka masih demek sama toner. Ngebuat kulit jadi agak glowy sehat + mudarin bekas jerawat sekitar 2-3 bulan pemakaian rutin"
10 Jun 2022,JellaRutnia,JellaRutnia recommends this product!,"Serum andalan aku di segala kondisi kulit aku, yang bener"" aku pake tiap pagi malem. Teksurnya kental tapi ngga yang pekat, ga berbau menyengat, pipetnya pun sangat membantu hingga tetes terakhir. Kalo di pake pas malem, bruntusan kecil-kecil langsung ngering sendiri, mudarin PIH aku dengan pemakaian rutin. Highly recommended ! Tapi harus tetep teliti karna banyak bgt KWnya."
10 Jun 2022,shabrinasy_,shabrinasy_ recommends this product!,"Bagus, 1 botolnya cukup awet, beberapa hari pemakaian udah bisa keliatan sii hasilnya, muka jadi cerah, tapi kalo buat nyamarin bekas jerawat butuh waktu lama, tapi masi tetep bagus sii, repurchase? Ga dulu soalnya masi ada yg lebih murah"
05 Jun 2022,indahmurayya,indahmurayya recommends this product!,"Cinta bgt sama produk ini. Karena menurutku ini lumayan pricey, jadi aku pakenya di irit2. Kayanya udah hampir 2 tahun, aku baru abis 7 botol produk ini. Tapi karena skrng aku lagi pake vitacid atas resep dokter spkk, aku berhenti dulu pake perseruman. "
03 Jun 2022,dvrnfk,dvrnfk recommends this product!,Serum yang bikin gue jatuh cinta dari pertama make karena beneran bikin cerah dan bikin tekstur muka gue enak banget. Lembab banget gak kaleng2 minus harganya mayan mahal sih. Ini dulu gue pake karena serum niacinamide lokal belum ada sebanyak sekarang.
01 Jun 2022,adinsakinah,adinsakinah recommends this product!,"muka gak pernah kusem tambah cerah jarang jerawatn jarang komedoan mulus dah tapi masih belum bisa mudarin flek trs ama hitam2 di deket bibir tapi sukak bgt,gk tau kenapa pas botol 2 pas pakek malahan jerawatn pakek ini hwaaaaa ada yg pernah ngerasaain gitu gk sih ,udh bagus2 malah jerawatn nya buanyak"
31 May 2022,Kavitaaa,Kavitaaa recommends this product!,"Work di aku. Bekas jerawat hitam memudar. Dia juga melembabkan. Punyaku yang made in Canada. Masih bingung sih cari gantinya dia, soalnya trusted store tempat aku beli udah ga jual lagi, sedangkan dia rawan ;)"
24 May 2022,sevenrain,sevenrain recommends this product!,"ini produk yang bolak balik dibeli setelah aku coba sana sini serum lain sejak doeloe kala. sesuai klaimnya emang bener bisa menyamarkan noda bekas jerawat, flek, dan hyperpigmentasi. mungkin kalau mau ngilangin bekas jerawat, beserta kawan2nya yang hitam gak jelas, harus digunakan bareng Alpha Arbutin. teksturnya kental tapi pas diaplikasiin ke wajah cepat menyerap. produk ini juga bantu untuk mencerahkan wajah dan bikin kulit super bouncy the morning after i put on this serum"
23 May 2022,RheinRae,RheinRae doesn't recommend this product! ,"Nope. Too much, too pricey. Masih ada yg lebih baik & lebih murah. Persentase tinggi â  mujarab, trust me. Niacin tetap efektif mulai dr 4%, selebihnya cuma bikin efektifitas meningkat sedikit bgt. Dan ketika pake ini, leherku malah iritasi. Pilling, bikin skincare apapun di atasnya jd ngegumpal, kudu ati2. Ini karena sifat niacinamide yg kering, ditambah zinc yg sama aja sifatnya, makin pilling dah tu. Suwer, beli yg lain aja."
21 May 2022,Anisehun,Anisehun recommends this product!,"serum niacinamide pertama yang aku gunakan dan masih favorite meskipun banyak serum niaci lainnya, tekturnya sedikit kental dan tidak ada bau yang keras kyk alcohol gitu, bagus banget buat mencerahkan wajah, melembabkan dan meredakan kemerahan kalau dikulitku, repurchase, so pasti âºï¸"
16 May 2022,Miftahul_J,Miftahul_J recommends this product!,"Emang bisa bikin muka cerah. Tapi kalau buat jerawat di aku emang cocoknya pake aha bha. Soalnya dulu nyoba ini karna denger bisa ngatasi bruntusan, jadi deh mulai petualangan nyoba untung2an langsung beli full size. Untung cocok & dapet hasil ngilangin kekuseman muka. Tapi karna concern utamaku masalah jerawat & akhirnya sudah nemu cara ngatasinya (sama faktor kantong tipis juga wkwkwk) jadi cuma ngabisin sebotol aja serumnya udah gk repurchaseð."
15 May 2022,nisanandaa,nisanandaa recommends this product!,"gatau udah berapa kali repurchase saking cintanya. pertama kali pake pas kuliah pas muka kusem kusemnya dan after that muka jadi bersihan. dibarengin sama exfo toner hempas beruntusan. sygg banget pokonya sama TO belum nemu produk lokal yg seoke ini, tapi skg mulai banyak yg palsu palsu. anyone hv recommendation shop yg jual serum ini and ori?"
14 May 2022,rizkikiutami,rizkikiutami recommends this product!,"Ini serum pertama yang aku pake, alhamdulillah cocok dan ga bikin breakout. Malah aku merasa serum ini bikin kulit aku membaik dan membantu mengatasi permasalahan-permasalahan kulit aku (jerawat, bekas jerawat, berminyak). Terutama bikin kulit aku lebih supple dan menghilangkan bekas-bekas jerawat aku. Sejak pake serum ini, minyak di wajah aku juga jadi lebih terkontrol. Kalo untuk mencerahkan, aku merasa gak terlalu signifikan sih. Tapi kalo dibandingin sama kulit aku yang sebelum pake serum ini, lumayan lebih cerah. Aku biasanya pake malam sebelum tidur, 4-5 tetes. ð¤â¨"
14 May 2022,kaulikahatmadi,kaulikahatmadi recommends this product!,"Suka banget the ordinary hampir semua cocok di aku. Niacinamide ini juga cocok, ga ada breakout atau apa apa. Kulit jadi sering mulus. Teksturnya kentel, lumayan cepet menyerap. Aku pake hampir setiap hari and everything looks good. Overall great i like"
13 May 2022,sucifurhanisa,sucifurhanisa doesn't recommend this product! ,"muka aku tipe yang sensitif pas coba ini emang ga terlalu berharap karena ada niacinamide nya tapi tetep pernasaran karena katanya bagus dan beli lah teksturnya cair dan sedikit lengket,awal pemakaian ga kenapa2 lama lama ngelupas dan jerawat timbul sooo ga aku pake lagi"
12 May 2022,Yoonji,Yoonji doesn't recommend this product! ,Pertama pemakaian agak perih terus besoknya langsung bruntusan. Biasanya cocok cocok aja pake product yang ada kandungan niacinamidenya tapi semenjak pake ini jadi anti banget sama niacinamide. Akhirnya dipake ke keti biar tetep kepake krn sayang aja tapi ga ada efek juga sih
05 May 2022,mardybuim,mardybuim doesn't recommend this product! ,"di kulit aku produk ini kurang ngaruh, waktu awal pake sih ini emang agak sedikit meredakan jerawat tapiiii lama kelamaan abis pake ini malah bikin muka gatel dan merah merah abis itu gak aku pake lagi, agak nyesel belinya karna mahal huhu :("
05 May 2022,calkyrie,calkyrie doesn't recommend this product! ,"Honestly expected this could be better. Aman-aman aja sih ke muka, gak bikin bekas jerawat tambah parah tapi gak bikin bekas jerawat hilang juga. Bener-bener so-so, cuma ngehabisin karena sayang aja, habis itu sama sekali gak pengen repurchase."
