Tanggal,Username,Rekomendasi,Review
26 Apr 2022,carolineliviaaa,carolineliviaaa recommends this product!,"sudah 2 bulan aku rutin pakai produk white lab,selain harganya terjangkau, tidak buat beruntusan maupun jerawatan di mukaku yang sensitif. teksturnya ringan langsung meresap dan ga lengket sama sekali saat digunakan, apalagi sudah ada bpomnya jadi aman untuk di gunakan. setelah pemakaian rutin, wajahku lebih cerah halus dan glowing."
26 Apr 2022,monicalevina,monicalevina recommends this product!,"Guys buat kalian yang mau mencerahkan muka, plis kalian hrus cobain nih serum intense brightening. Soale mukaku pun uda jauh lebih cerah, sekitar 2 mingguan pake tuh uda keliatan efeknyaðð cinta banget sm si serum ini, mana harga nya terjangkau weh"
26 Apr 2022,olineolin,olineolin recommends this product!,"Semenjak pakai serum whitelab ini wajahku jadi makin cerah,glowing,kulit makin halus dan jarang berjerawat. Serumnya thick tapi pas diaplikasikan kulit ngga bikin lengket dan cepat menyerap di kulit. Harganya juga affordable banget!"
25 Apr 2022,riilzaayola,riilzaayola recommends this product!,"Pertama kali nyobain serum ini, sempat worry tumbuh jerawat, ternyata gk donggg, daaann serumnya gk bikin kulit ketarik kering, dan juga ampuh bgt buat ngilangin bekas jerawat, dan muka kusam seperti kulitku, ohya, serum ini juga cocok untuk kulit berminyak, wajib dicobain sih buat kalian yg lagi nyari skincare"
24 Apr 2022,firyalane,firyalane recommends this product!,"Serum dari Whitelab ini memiliki tekstur cair tapi agak sedikit kental. Meskipun agak kental tapi serum ini sangat cepat meresap masuk ke dalam kulit. Serum ini juga berwarna putih bening seperti warna cairan serum pada umumnya. Untuk urusan baunya sendiri, serum ini memiliki aroma yang cukup wangi tapi tidak terlalu menyengat. Aku rekomendasi bagi kulit kusam wajib coba ini"
24 Apr 2022,nadjuscka,nadjuscka doesn't recommend this product! ,"Hmm gimana yaa ini sebenernya produk yang nggak gimana-gimana sih :( dibilang jelek nggak, dibilang bagus pun nggak. Karena efek mencerahkannya di aku gak kelihatan sih, just slighty looks better. Teksturnya ringan banget langsung ngeresap di kulit, juga ada efek hydratingnya. Cuma untuk kategori brightening serum kayaknya banyak yang lebih ampuh. Mungkin aku akan coba varian Whitelab lainnya karena penasaran dengan brand iniiiið¬"
24 Apr 2022,febbyindraa,febbyindraa recommends this product!,buagus banget buat yang kepingin mutihin kulit wajah tapi secara naturall karena ini bisa mutihkan saat kita pakai rutin jadi secara sehat dan pakainya pun cuman sedikit ajaa jadi pakenya hematt dan efeknya bener bener kerasa banget di kulit
24 Apr 2022,Rtsymlk_,Rtsymlk_ recommends this product!,"sebelumnya bekas jerawat kuu banyak banget, tapi memudar setelah pake brightening serum dari white lab iniðsuka banget dehhð¥º karna kulit aku yg kmrin kering jd lebih lembab dan lembut pake makeup pun jd mudah meng aplly kan nya jngan lupa d ordee yaa"
24 Apr 2022,iniwilda_29,iniwilda_29 recommends this product!,Intense brightening serum ini super cepet banget hasilnya dikulut aku beneran nyata hasilnya karena kandungan niacinamidenya yang super tinghi. Guys kulit wajah aku jauh lebih cerah dan ga kusam lgi donk. Bisa ngontrol minya berlebih juga
23 Apr 2022,DefaniihsaIzzaty,DefaniihsaIzzaty recommends this product!,"Key Ingredientsnya pakai Niacinamide 10%, HyaluComplex-10, dan Marine Collagen. Packagingnya simple putih dari kaca seperti serum whitelab pada umumnya. Isinya 20ml. Aku pakai 4 tetes dari pipetnya dan aplikasikan ke wajah abis hydrating toner. Bisa dipakai pagi dan malam. Udah BPOM, udah Dermatologically tested, dan boleh dipakai bumil/busui. Teksturnya watery agak kental, masih ada fragrance. Buat yang kulit sensitif sama parfum dalam skincare perlu dipertimbangkan. So far dikulitku serumnya aman. Hasil paling terasa sih bikin kulit jadi ga gampang kusam, agak mencerahkan secara perlahan, pakai niacinamide di pm routine pas pagi harinya jadi kelihatan lebih cerah, buat meratakan noda hitam belum begitu terlihat jelas, karena emang butuh waktu yang ga cepet juga, cuma aku yakin sih bakal ngaruh kalo serumnya dipakai terus dan ga ngasih efek negatif dikulit. Serumnya ga bikin kulitku kering juga, jadi kombinasi ke-3 key ingredientsnya oke, bisa ngontrol kelembaban dan produksi sebum juga. So far aku cocok sama serum ini."
23 Apr 2022,rinsapriana,rinsapriana recommends this product!,"serum yang menurut aku bagus banget untuk kulit, karena kandungan niacinamidenya bisa bantu buat mengurangi flek hitam pada wajah dan untuk pemakaian yang rutin juga bisa bantu penuaan dini. Teksturnya lebih ke gel tapi ketika diapply ke wajah berubah jadi cair jadi gampang meresap ke wajah"
22 Apr 2022,lalaangela02,lalaangela02 recommends this product!,"manfaatnya kerasa bgt ke kulit stlh rutin pake serum ini, kulit jd lebih lembut, cerah dan kenyal.. wanginya cukup strong tp ga ganggu ð¥° cocok jg utk pemula, aman d wajah sensitif dan harganya cukup affordable, ramah di kulit aku ð happy banget"
22 Apr 2022,dinnzu,dinnzu recommends this product!,"Teksturnya agak kental, aku suka. Lumayan mencerahkan tapi ngga terlalu signifikan. Pertama nyobain niacin kadar segitu awalnya agak deg degan tp kesininya biasa aja. Untuk hasil yg lebih baik mungkin harus terus diterusin, tapi aku stop"
20 Apr 2022,ninise_wijaya,ninise_wijaya recommends this product!,bagus banget ini brightening serumnya mengandung niacinamide 10% jadi efektiv buat mencerahkan kulit. unyuk serumnya ini bening kayak aer gitu dan teksturnya cepet meresap saat dipakaj ringan terasa kayak ga pakai apa2. selain mencerahkan ini juga melembabkan kulit. aku rutin pakai ini tiap hari pagi sama malam kulit jd lebih cerah dark sport memudar kulit lembab dan halus.
20 Apr 2022,juniawibowo,juniawibowo doesn't recommend this product! ,gimana ya untuk serum yang satu ini dikulit aku gabikin break out tapi sampai pemakaian 3 bulan ngga terlalu signifikan hasilnya dikulit aku. hanya memberi efek melembabkan. untuk mencerahkanya gatau kenapa ngga ngaruh dikulit aku huhu
20 Apr 2022,raphaela17,raphaela17 recommends this product!,"awal pake intense brightening serum ini agak ragu krna takutny ga cocok dan bkin jerawatan. eh pas d pake malah cocok. pdhl kulitku tergolong sensitif. bkin kulit ak jd moist dan jerawat jarang timbul jg. texture ny ok si, ringan. ga lengket juga. bkl repurchase lahâ¤ï¸â¤ï¸â¤ï¸â¤ï¸"
19 Apr 2022,wilda_298,wilda_298 recommends this product!,"Intense brigthening serum ini beneran cepat banget kelihatan hasilnya karena kandungan Niacinamide yang super tinggi. guys kulit wajah aku jauh lebih cerah dan nggak kusam lagi dan bisa mengontrol minyak di wajah aku,pantes aja Serrum ini viral"
19 Apr 2022,Nawalrina,Nawalrina recommends this product!,Jujur first time bgt cobain serum nya whitelab yg satu ini. Bener bener ngaruh di muka aakuð©ð mencerahkan sekaligus nyamarin noda hitam di sekitar muka aku. BENER BENER RECOMENDED BGT!!! Yuk kalian yg mau glow up bareng cobain deh serum ini
18 Apr 2022,choica,choica recommends this product!,"Baru pakai pertama kali dan beli sepaket waktu itu. Untuk serum niacinamide 10% ini kelihatan banget sih hasilnya. Muka jadi lebih cerahan n bekas jerawat juga hampir ilang. cus bekas jerawat di mukaku itu itam jadi susah ilangnya. tapi serum ini pakai hampir 2 minggu aja sdh hmpir ilang bekasnya. N skrng aku udh pesen lgi, krna dah mau abis serumnya wkwk.."
18 Apr 2022,_rahmaawt,_rahmaawt recommends this product!,Iniiiii seruk niacinamide yang caeum banget buat aku. Huaaaa luv banget. Karena bener bener ngasih efek cerah di mukaku. Malemnya pakek ni serum terus paginya mukaku jadi keliatan glowing. Apalagi ni serum ada kandungan niacinamide + marine collagennya juga. Hua semakin cintaaaa.
18 Apr 2022,Bulansridevi,Bulansridevi recommends this product!,"Aku pakai ini sudah lebih dari setahun. Awal pemakaian harus sabar ya, gabisa instan. Mungkin 2 bulan baru ada perubahannya. Kulit aku normal cendrung dry, teksturnya agak cair jadi mudah meresap ke kulit. Awal pemakaian gada beruntusan sama sekali. Pokoknya bagus deh gada drama awal pemakaian. Langsung klop. Pakainya jangan pelit ya bestie, maksimalin dan konsisten"
18 Apr 2022,sshintaapriliaa,sshintaapriliaa recommends this product!,"Ini adalah brightening serum pertama yang bener bener works dimuka aku. Setelah sebelumnya aku nyobain berbagai serum akhirnya nemuin serum ini dan langsung cocok. Gak ada drama muka breakout atau segala macem emg bener2 langsung cocok dimuka aku. Dan, bener2 muka udh gak kusam lagi. Dari teksturnya sendiri ini lumayan cair jadi cuma butuh dua sampai tiga drop aja buat seluruh wajah. Selain itu juga serum ini cepet banget ngeresep diwajah dan gak oily. Jadi, yang ada concern kulit muka kombinasi kayak aku sih rekomen banget yaa. Dan, untuk pemula mungkin bisa pake yang kandungan niacinamide nya yang 5% dulu ya."
16 Apr 2022,candycewiee,candycewiee recommends this product!,"With a hefty 10% niacinamide, serum ini efektif dan ngasi hasil mencerahkan dlm waktu yg cepet - it helps strengthen the skinâs barrier and promotes elasticity krna ada bahan pendamping nya marine collagen dan hyalu. The formula also helps reduce the appearance of pores while refining and smoothing skin"
16 Apr 2022,ayunda92,ayunda92 recommends this product!,Sejauh ini sudah habis 2 botol pakai serum ini. Awalnya ga nyangka bakalan bagus baget efek mencerahkannya karna harganya lumayan murah. Ternyata bagus banget. Selama ini pakai niacinamidenya avo dan the ordinary. Tapi menurutku serumnya whitelab yg paling works di mukaku ðâð»
16 Apr 2022,annaaviolet,annaaviolet recommends this product!,Gue udh repurchase produk ini 4x dan gue menjadikan serum ini sebagai skincare yang harus gue punya. Kulit gue sensitif tapi serum ini gk bikin iritasi dan gk bikin breakout. Pokoknya serum ini holy grail gue bgt kalo udh ada bekas jerawat membandel. Wajib coba
13 Apr 2022,windiiw_,windiiw_ doesn't recommend this product! ,"Teksturnya kental tapi nggak yg kentel banget, dia cukup cepet meresap kekulit, lumayan bikin lembab kulitku, warnanya kecoklatan dan ada wanginya. Pertama datang kirain serumnya beroksidasi soalnya warna agak coklat ð untuk klaimnya yang mencerahkan aku sebenarnya heran sama serum ini kadang tuh pake serum ini bikin cerah tapi kadang juga jadi kusam kayak nggak ngaruh gitu menurutku dibading tonernya serum ini lebih cocok dikulitku hanya yah itu kadang bukannya bikin cerah malah jadi kusam ð"
11 Apr 2022,shawnkist,shawnkist doesn't recommend this product! ,"Sayangnya, dia tidak memberikan efek apa2. Gak mencerahkan, tapi gak bikin muncul jerawat juga. Serum ini wanginya soft, aku suka wanginya wkwk. Tapi untuk fungsi utamanya sebagai serum gak berasa di aku"
10 Apr 2022,mamigabriel,mamigabriel recommends this product!,"Ini serum bener2 dah, nampol bgt di kulit aku. efek brightening nya bener2 keliatan setelah 1 week after pemakaian. Bnr2 bikin glowing, ya krn niacinamide itu emg cpt bgt mencerahkannya ya... gak mahal juga, masih sesuai kantong mahasiswa lah ya... ð"
09 Apr 2022,macaround,macaround recommends this product!,"jujur bingung banget ini tuh ngaruh atau ngga di aku, soalnya beneran awal awal pake sebulanan kaya ga ngaruh cm sekarang dirutinin pake jadi lumayan cerah sihh, but kayanya kalo untuk repurchase ngga dulu dehh, karena ngga se wow itu hasilnyaa"
06 Apr 2022,angguntriya,angguntriya recommends this product!,"ini produk kecil kecil cabe rawit parahh ð¥¹ð¥°, aku pakek ini belum seminggu udah keliatan bgt. padahal susah bgt balikin warna kulitku kalo udah kusem gitu. dari awalnya yg kusem habis traveling kulitku jadi balik kesemula dong ð¥¹ bener bener gabisa berkata kata lagi . must have bgt !!"
06 Apr 2022,namirazahrah,namirazahrah recommends this product!,"hue sumpah serum terbagus yg pernah aku punya! BAGUS BGT GA PAHAM LG, EFEKNYA KERASA BGT ð­ðð¼ nyesel baru tau serum ini ð harga nya yaaa sesuai sihhhh sama efeknya, pengen nyoba produk whitelab yg lain juga jdnya hehehe, makasi whitelab.... :D"
06 Apr 2022,Puspitaayu13,Puspitaayu13 recommends this product!,"Salah satu serum favorit aku, aku cuma pakai pagi sebelum pakai daycream dan menurutku wajahku lembab seharian juga garagara serum ini, engga bikin kusam di wajah dan untuk teksturnya sangat cair jadi pakai beberapa tetes saja sudah bisa dipakai ke seluruh wajah, suka sekalii"
05 Apr 2022,Sekarwidia_,Sekarwidia_ recommends this product!,Sukaa bgt sama serum whitelab ini udah 5x repurchase dan ngaruh bgt dikulitku bener bener nyerahin dark spot dan nyembuhin bruntusan! pokonya suka suka suka bgt! skrng jg ada update formula baru ditambah hyaluronic acid
02 Apr 2022,salmayasrina,salmayasrina doesn't recommend this product! ,"aku pake ini kurang lebih dua minggu, awalnya ekspektasi bngt karna kandungannya hampir mirip TO niacin yg biasa aku pake, apalagi ini lebih murah!!! ternyata di aku bikin jerawatan ð­, padahal kulit aku jarang jerawatan paling satu trs besoknya ilang. PAS PAKE INI GACOCOK JERAWAT DIMANA MANA, MAU BALIK KE KESAYANGAN AKU AJA"
31 Mar 2022,mrsfifing,mrsfifing recommends this product!,ini nih serum niacinamide pertama ku dan secinta ituuu.. beneran mengurangi bekas jerawat dan ga oily. cepat meresap juga jadi ga perlu nunggu lama untuk step skincare selanjutnya. thanks to whitelab for launching this product.
31 Mar 2022,nirmalasaban,nirmalasaban recommends this product!,"Hasilnya di aku kulit wajah jadi kenyal, gak kering atau lembab, jadi jarang jerawatan, dan ada efek brighteningnya juga tapi kelihatannya kalo udah pakai teratur dan rutin pagi dan malam. Tiga sampai empat tetes udah cukup sih utk sewajah. Bagus sih untuk kulit yang kering jadi lumayan lembab. Cocok dipake sama tonernya. Wanginya enak. Aku udah botol ke 3"
30 Mar 2022,elsabenaa,elsabenaa doesn't recommend this product! ,"Aku terbiasa pakai serum niacin 10% karena emang cocok sama niacin. Dalam masa pencarian serum niacin terbaik versiku, sempet nyobain whitelab sampai habis 1 botol. Di aku serum ini nggak ngasih efek yang bagus, tapi juga nggak ngasih efek yang buruk juga. Jadi kayak nggak pakai serum apa-apa karena kondisi muka before dan afternya nggak ada perubahan yang berarti. Akhirnya nggak repurchase."
28 Mar 2022,strcii_,strcii_ doesn't recommend this product! ,"keracunan sama iklan wkwk, udah terlanjur beli 1 paket eh malah gak ngaruh apa apa di muka ku. malem make pas pagi wajah malah kusam, gaada efek brightening nya sama sekali. dan udah di pake berminggu-minggu pun hasilnya tetep sama, kusam. ."
27 Mar 2022,novialjannah,novialjannah recommends this product!,Produk dari whitelab oke oke semua kok.. kebetulan aku cocok aja pake produk whitelab... Salah satunya serum Niacinamide nya ini... Teksture cair sedikit kental. Wanginya senengan sih ya... di aku gag ngeganggu kok.Daya resapnya butuh beberapa beberapa menit. Niacinamide dengan harga yang masuk banget dikantong kurang lebih Rp.70.000 bisa banget dipake kalangan abg ato dewasa juga. karena selain ekonomis juga hasilnya lumayanlah ya... Dikulit aku fine sih... tapi tipikal kulit orang beda2 ya... baca beberapa review dulu ya sebelum mencoba.
25 Mar 2022,firly354,firly354 doesn't recommend this product! ,"jadi aku lagi ada jerawat di pipi yg udah sebulan lebih gg ilang ilang, dari hasil sarching review2 akhirya aku memutuskan beli produk ini berharap cocok bisa ngilangin jerawat di pipi aku, eh baru dua kali pemakaian, muncul jerawat 6 biji, mana sakit gede gede. akhirnya ku berhenti. "
21 Mar 2022,rizhayueka,rizhayueka recommends this product!,"First time nyobain produk Whitelab, aku beli serum ini sekalian sama tonernya. Ga nyangka hasilnya baru pake seminggu udah keliatan lebih cerah, mukaku lebih lembab, dark spot yg kecil dimuka aku perlahan ilang. Wajahku ini sensitif sama produk yang ga cocok tapi whitelab ini beneran cocok dimuka aku. Tekturnya ga kentel2 amat, tp ya ga terlalu cair jugaadan gampang ngeresap dimuka. So far aku suka banget sama serum ini, next kalo abis ak bakal repurchase deh :)"
20 Mar 2022,Aariyani,Aariyani recommends this product!,"Serum dengan harga murah, botol kaca kokoh, dilengkapi kandungan niacinamide lumayan tinggi. Aku pake sepaket produknya whitelab sampe sekitar 6bulanan, di wajahku ga bikin cerah sesuai klaimnya. Wajah jadi tambah kusam, tp halus ke kulit. Mungkin di kulit orang lain cocokÂ² aja"
19 Mar 2022,salsabilaulya,salsabilaulya recommends this product!,"Whitelab intense Brightening Serum dengan kandungan Niacinamide 10% , HyaluComolex-10 , dan Marine Collagen yang dapat menutrisi kulit membuat kulit tanpak lebih cerah, lembab, dan glowing secara alami.ðThis intense brightening serum is a must have item! super duper cocok banget , bener bener mencerahkan dalam waktu sebulan ini. Bahkan Dark spot bekas jerawat mulai tersamarkan.ðMy Skin texture have inproved so much ððâ¨"
19 Mar 2022,aylaprili,aylaprili recommends this product!,Pemakaian botol ketiga !!! Sesuka itu sama serum inið¥¹ð¥¹ sengaja baru review karena emang mau diliat dulu apakah wajahku cocok dengan ini apa tidak. Ternyata cocok. Pertama kali pakai ini waktu hamil T3. Sebelum beli konsultasi dulu apakah bisa untuk ibu hamil. Dan ternyata bisa. Selama hamil pakai ini bener2 kulit gak ada masalah dan setelah melahirkan tetep pakai ini dan wajahku semakin cerah. Walopun gak pakek make up atau skincare tetep keliatan cerah dan gak kusam :) thanks whitelab. Semoga selalu cocok pakai ini heheh
19 Mar 2022,Yeo_Nana,Yeo_Nana doesn't recommend this product! ,"Untuk pertama kalinya cobain serum whitelab pas pemakaian sekitar semingguan kulitku sedikit terasa cerahan,lumayan bikin lembab juga,namun setelah pemakaian lebih lanjut produknya membuat wajahku breakout,muncul redness & terasa gatal juga di pakai,maaf banget kayaknya nggak cocok pakai inið­ð"
18 Mar 2022,brigitameilinda,brigitameilinda recommends this product!,"Untuk oily skin dan acne prone. Serum ini cocok, bener-bener mencerahkan. Baru pakai kurang dari sebulan, udah kelihatan perbedaannya. Selain mencerahkan juga melembabkan. Ada parfumenya, tapi gak ganggu."
18 Mar 2022,ManikP,ManikP recommends this product!,"setelah pemakaian pertama, kulitku jadi sedikit lebih membaik, dan surprisingly gaada tanda2 alergi dikulitku, yaudah pake terus sampe udh pemakaian kedua dan kulitku jadi makin sehat, udah mulai glowing dan gak kusam lagi. mantap deh"
16 Mar 2022,michellindewi,michellindewi recommends this product!,"this intense brightening serum is a must have item! cocok d kulit sensitive ku. trs ak sk bgt krna ad niacinamide nya, bner2 mencerahkan dlm waktu 1-2 bulan. anw tdnya ak tu byk dark spot bekas2 jerawat bandel yg sulit ilang, tp pke ini perlahan tu ilang. dan jd lbh mulusssss nan glowinggggg. cuco meong dah pkkny. hrg ny jg affordable yes!"
16 Mar 2022,nulamahinsa,nulamahinsa recommends this product!,"Serum lokal pertama yang bener-bener cocok di kulit aku, kulit wajah aku jadi lebih cerah, tone kulit wajah aku juga naik sejak pakai serum ini, padahal aku pakai cuma malam aja. Harganya juga affordable"
14 Mar 2022,periily,periily recommends this product!,"Kulitku kombinasi t zone oily dan yg lainnya kering. Sumpah bagus bgt dia teksturnya cair dan blendable dan wangiiiii bgt tp ga nusuk/ganggu/kuat, dan menurutku dia ngecerahin bgt dan buat flek kayaknya lumayan mudarin dikit sih, aku suka bgt finishnya glowy sehat kenyal gituuu dan dia lumayan mudarin bekas jerawat yg kemerahan nice bagusss dan affordable bgt! Btw ga cekat cekit sih di aku. Repurchase? Yesssssss"
13 Mar 2022,devieluc,devieluc recommends this product!,"Pake yg niacinamide ini udh 2 botol. Mencerahkan iya bgt, tp ketika masuk di botol ke 2 efeknya ga kayak pas pertama kali pake plus jd beruntusan di muka. Tapi worth to try buat pemula yg mau coba skincare-an dan ga begitu banyak masalah kulit"
12 Mar 2022,tiffanychintia,tiffanychintia recommends this product!,"Pertama kali cobain produk dari whitelab ternyata masuk di kulit muka gw sih! Dan yang paling kerenya ini langsung keliatan hasil yg menurut gw nyata .. plus penyerapannya cepet banget, bikin suka deh sama produk produk dari whitelab the bestttt"
11 Mar 2022,claratann92,claratann92 recommends this product!,Gila ini product bagus banget deh di kulit aku damn so amazing. Aku uda abisin 3 botol karena sangkin cocok nya. Jerawatan juga ikutan hilang nih. Pokoknya bagus banget krn whitelab intense brightening serum dgn kandungan niacinamide 10%
09 Mar 2022,aamoraa,aamoraa doesn't recommend this product! ,"udh pake produk ini 2 bulan, untuk mencerahkannya lumayan keliatan si tp setelah pake produk ini break out bgt beruntusan, trs kandungan niacinamide nya jg tinggi bgt pernah liat dokter bahas niacinamide 10% ga direkomendasikan, skrg pindah ke serum lain jd ga kepake deh sisanya sayang bgt"
07 Mar 2022,vichangcimen,vichangcimen recommends this product!," Formulanya di kulit gw bagus sih, gw pake ini biasanya pagi-malem kalo besoknya mau make-up karena emg bikin wajah gak kusam. Yg gw kurang suka dari serum ini tuh punya whitelab kenapa wangi2 bgt ya? Menurut gw ngga perlu sewangi ini sih. Trus entah kenapa serumnya suka nempel2 di luar pipet, jadi kadang sisa2nya suka netes sia2"
05 Mar 2022,maretaapta,maretaapta recommends this product!,"Ini produk bagus banget sih sumpah, aku udah habis 2 botol serum. Bekas jerawat aku yang item banyak bgt jadi ilang, ga ada masalah di wajah aku, pokoknya bagus banget buat kalian yang mau cerahin wajah sama ngilangin bekas jerawat!â¤ï¸"
04 Mar 2022,Kalycavlasta,Kalycavlasta recommends this product!,"awalnya pakai serum ini sempet ada jerawat beberapa diwajah karena lagi hormonal juga ya, cuman serum ini buat pudarin bekas jerawat yang lumayan hitam bagus ditambah npure yang dark spot, cuman untuk cerahin wajah sih belum keliatan soalnya serumnya juga belum habis dan mau coba 1 paketnya"
04 Mar 2022,juwitaamara,juwitaamara recommends this product!,"Tekstur nya ringan dan mudah meresap di kulit. Aromanya tidak terlalu menyengat. Wajah menjadi lebih cerah dan bekas jerawat, dark spot mulai memudar. Kulit jadi lebih lembab. Harga sangat Worth it untuk hasil yang tidak mengecewakan. Repurchase tentu sajaððð"
03 Mar 2022,andreacintyaaa,andreacintyaaa recommends this product!,"klo di aku sih kurang ada efek yg terlalu keliatan ya. ga mencerahkan juga, melembabkan so so aja. udah pake sebulan lebih sambil nunggu efeknya. tp kurang keliatan sih. cuma ya cocok2 aja krn ga bikin jerawatan dan ga bikin beruntusan. jd mungkin kurang nendang aja di aku ya. wkwkwk."
02 Mar 2022,ratihrahayu28_,ratihrahayu28_ recommends this product!,"nah ini nih serum brightening yang bagus banget buat ngilangin bekas jerawat yang membandel ððð wajib banget di coba karna dia tuh mengandung niacinamide dan lain lain hhhi, mau nangis karna baru Nemu serum buat ngilangin bekas jerawat seampuh ini luv you"
02 Mar 2022,shinoshin,shinoshin recommends this product!,"aku beli langsung 1 rangkaian wktu itu, yg paling suka dr smuanya itu si serum brightening sama night cream nya, niacinamide didalamnya beneran ngaruh dan ada banget perubahan di wajakhu padahal sblmnya ada sedikit breakout di area dekat bibir tapi selain bikin cerah dy kasih hidrasi yg bagus juga,,"
02 Mar 2022,fianino,fianino recommends this product!,"seneng banget nemu produk ini, cuco di kulit aku. efektif mencerahkan tapi ga bikin bruntusan, dan ga bikin wajah kering. aku sih pakai daily, dan enak aja gitu di wajah. so far so good di aku. hyalucomplex nya bekerja dengan baik lah di wajah aku"
01 Mar 2022,rossalina25,rossalina25 recommends this product!,"TERHARUUU sudah setengah tahun pake serum ajaib inið¥²â¤ï¸ dari yang muka aku kusam & warna kulitnya ngga rata, sekarang bener bner cerah & rata tone kulit aku happy banget banget!! kulit ku juga jadi lebih lembab dan bekas bekas jerawat juga memudar bahkan ada yang menghilang! happy banget loveu whitelab!!â¤ï¸"
01 Mar 2022,Ifaaa15,Ifaaa15 recommends this product!,"Bagusss bangett buat ngilangin bruntusan,mukaku yang awalnya merahmerah jadi better bangetbanget,padahal mah awalnya ragu banget soalnya semuurce itu ternyata bagus sampe repurchase beberapa kali rekomen banget deh pokonya bestt"
01 Mar 2022,jesslynnneee,jesslynnneee doesn't recommend this product! ,"sorry to say tapi ga cocok. dari ingredients nya bagus ya, sayangnya ada fragrance. kulit aku nolak fragrance bgt, pasti langsung jd breakout. bener dong, 2x pake udh muncul jerawat mendem. jujur ini fragrance ny nyengat sih. buat yg sensitif sama fragrance, this product isnt recommended. how dissapointing!"
27 Feb 2022,rosielilyyy,rosielilyyy doesn't recommend this product! ,"make ini udah 4 bulanan lebih ,nyesel bangetttt pernah make ini sama tonernya bener"" bikin muka aku jerawatan sama breakout padahal sebelumnya gapernah jerawatan mana banyak lagi huhu ,mama ku make ini juga jerawatan, sebelum beli udah liat review juga dan banyak yang jerawatan karna make ini tapi aku ttp beli karna penasaran sama produknya trs ternyata bener bikin jerawatanð­ ,ga lagi"" deh beli produk whitelab"
27 Feb 2022,elisdy_,elisdy_ recommends this product!,serum ini tuh bikin lembab dan kenyal di muka aku. aku suka pas habis pake nya jadi seger di muka. klaim nya kan bisa mencerahkan dan ngilangin kusam di wajah. tapi entah kenapa di aku dia ga works. wajah ku tetep kusam dan nggak makin cerah :(
26 Feb 2022,amandaegatya,amandaegatya recommends this product!,"jatuh cinta banget sama serum ini! selain memberikan efek lembab di kulitku yang kering, dia juga mencerahkan, loh, bikin glowing! pemakaan tipis aja bisa bikin wajah oke bangeet! awet pula ini produk dipakainya! selalu aku pakai tiap malem sebelum tidur sebelum night cream"
24 Feb 2022,Wandarazd,Wandarazd recommends this product!,"bagus sihhhh, setelah pemakaian kulit wajah aku lembab dan lebih cerah, bisa di layering juga sama serum yang lain nya , dia efeknya mendukung kerja pelembab juga , harga nya terjangkau worth to buy sihhh, re purchased? yes ofcourse ðð»ðð»ðð»â¤ï¸â¤ï¸â¤ï¸"
21 Feb 2022,salsarista22,salsarista22 recommends this product!,"di muka aku pas pke ini bkin bruntusan di bagian dahi. tp aman di bagian pipi, hidung sm dagu. bner2 ngelembapin bgt sih cm ya ganggu bgt tiap kali pke di dahi pasti lgsg bruntusan): trs jg sedikit bantu cerahin di wajah aku tp pas bruntusan mulai nongol aku lgsg stop"
19 Feb 2022,jeje_123,,"dia teksturnya agak kental gitu. begitu dipakai ke muka agak kerasa lengket, but cepat meresapnya kok. ada efek glowing instan dan cerah juga setelah dipakai. dalam seminggu itu yang aku rasain mukaku emang jadi lebih cerah less oily gitu. untuk bekas jerawat sih lumayan berkurang, tapi butuh waktu lebih kayaknya."
18 Feb 2022,retriunzhiia,retriunzhiia recommends this product!,gimana ya untuk serum yang satu ini dikulit aku gabikin break out tapi sampai pemakaian 3 bulan ngga terlalu signifikan hasilnya dikulit aku. hanya memberi efek melembabkan. untuk mencerahkanya gatau kenapa ngga ngaruh dikulit aku huhu
18 Feb 2022,Karinanandaa,Karinanandaa doesn't recommend this product! ,"Sudah habis botol ke 2 dan tidak akan melanjutkan ke botol ke 3, mohon maaf saya menyerah. Karena tujuan awalku beli produk ini buat mencerahkan warna kulit, tetapi tidak ada perubahan sama sekali.. hiks. Walau pas pemakaian, kulitku gak menolak alias gak timbul jerawat."
17 Feb 2022,Firstyrsa,Firstyrsa recommends this product!,"Pacakgingnya cantik dan simple, plus transparan jadi tau sisa produk. teksturnya sendiri gel cair yang bening, gaada baunya samsek. pas apply ke muka cepetttt banget nyerapnya. Setelah habis 1 botol aku notice sih wajahku jadi lebih cerah dan rata warna kulitnya krn permasalahanku adalah jidat yg gosongð¤£ so far suka bangett sm serum iniii tp krn kemasannya kecil jd cepet bgt abisnya haha"
16 Feb 2022,kraissh,kraissh recommends this product!,Serum niacinamide yang oke banget dengan harga di bawah 100K. Baru beberapa hari pake udah keliatan hasilnya pori pori mengecil dan wajah jadi lebih cerah. Dari tekstur cukup cair sih dan menyerapnya relatif cepet. Untuk wanginya menurutku ga ganggu. Sepertinya akan repurchase.
