Tanggal,Username,Rekomendasi,Review,Informasi Tambahan
05 Dec 2022,Ayuaini29,Ayuaini29 recommends this product!,"Disaat muka lagi kusam dan ngga enak diliat, galau buat cari2 skincare yg cocok buat kulit muka.. konsul2 dan disaranin pake produk ini, kulit langsung berubah jadi lebih cerah dan kusam langsung ilaaaang... thank you so much somethinc ð",Usage Period : 1 month - 3 months Purchase Point : AEON
02 Dec 2022,ayunyaw,ayunyaw recommends this product!,sudah tidak terhitung berapa kali repurchase udh pakai dr tahun 2020 akhir sampai sekarang 2022 kulitku jadi sehat drnya gmpang minyakan jd lembab. kulit jadi lebih cerah dan gak kusa.sesuka itu sama somethinc. Wajib banget dicoba. Utk harga okelah tp worth it bgt,Usage Period : More than 1 year Purchase Point : Shopee
30 Nov 2022,Nkartika29,Nkartika29 recommends this product!,"Hasil review ku di pemakaian selama 3 bulan tuh serum ini tekstur nya agak thick tapi dia cepet nyerep nya, aku beli langsung yang ukuran 40 ml and no regrets at all. kalo dibandingin sm yang salicylic acid sm yg hyaluronic, aku pilih ini sih honestly!!!!!Wajah jadi plumpy dan jerawat yg kemerahan jd calm.Apalagi dipakai dibawah makeup SANGAT AMAT BAGUUUSS, bikin foundie or whatever product sit on your skin perfectly dan jadi enak blend produk apapunn terutama liquid (concealer,foundie,etc) !!",Usage Period : 3 months - 6 months Purchase Point : Shopee
30 Nov 2022,blue-green,blue-green recommends this product!,"Duh, aku gak tau ini udah botol keberapa. Pake ini dari awal busui. Udah mau 3 tahun pake ini. Kalo malem aku tambah serum gold vit C nya. Asli bikin glowing bundabundi. Kalo di shopee paket glowing sama si diamond eta. Yang aku lagi coba sekarang. Best seller Somethinc sih ini. Cocok ke semua tipe kulit",Usage Period : More than 1 year Purchase Point : Shopee
29 Nov 2022,Luciakusumaw,Luciakusumaw recommends this product!,"Yesss, this is a must-have product karena serum ini bagussss bgt. Mencerahkan banget, muka juga jadi keliatan glowing. Dan ga bikin iritasi or bruntusan padahal kulitku juga lagi proses penyembuhan dari jerawat. Malah ini menurutku membantu banget buat nyamarin bekas jerawat, trusss efeknya tu cepet banget keliatan (aku 2 minggu pake udah keliatan dan aku sama sekali ga pake skincare lain selain face wash, serum ini, sama lotion jerawat sariayu). Bakal langganan sama serum ini sihð¥ºð¥ºð¥ºð¤ Oiyaa, serum ini jg nimbulin efek blurry di kamera kalo pas selfie gituðð",Usage Period : 1 week - 1 month Purchase Point : Mj
18 Nov 2022,triniejeannice,triniejeannice recommends this product!,Serum ini ampuh banget buat mencerahkam wajah aku yang notabenenya ada bekas jerawat dan ada jerawat sebanyak 1-3 aja karena jerawat hormonal. Efeknya cepat banget cuman jangka 2 minggu untuk mencerahkan bekas jerawat. Tapi aku hanya pakai sesuai kebutuhan saja ya. kalau ada bekas jerawat membandel saja ð,Usage Period : Less than 1 week Purchase Point : Official Brand Store
18 Nov 2022,mirandamra,mirandamra recommends this product!,serum ini safe zone buat kulit aku. kalo udah capek coba coba serum selalu balik lagi ke serum ini. teksturnya cair ringan di kulit aku tapi untuk progres mencerahkannya jalan setengah botol mungkin baru keliatan hasilnya. but so far so good.,Usage Period : 1 month - 3 months Purchase Point : Shopee
15 Nov 2022,callmefaizah,callmefaizah recommends this product!,"Pakai kurang lebih 1bulan, kulit terlihat lebih cerah, glowing dan bekas jerawat memudar. Teksturnya cair dan mudah meresap. Packaging nya 20ml masih yang pipet bukan pump, its okay ga masalah buat aku. Dan aku udah beli yang size 40ml nya. Luv it!",Usage Period : 1 week - 1 month Purchase Point : Shopee
15 Nov 2022,karinakamal,karinakamal recommends this product!,udah g ngitung ini botol keberapa...karna memang ngefek banget di kulit aku..aku pake ini hanya dimalam hari..efek nya setelah pemakaian beberapa lama wajah lebih cerah...dan bekas jerawat lebih cepat memudar..dan kemerahan di wajah juga lebih berkurang...ini salah satu serum terbaik..,Usage Period : Less than 1 week Purchase Point : Shopee
15 Nov 2022,virgiangela,virgiangela recommends this product!,"My SOS ketika kulitku lagi ngambek akibat sering gonta ganti produk. Pas awal pake, emang sedikit ada rasa sumuk, tapi makin kesini makin cinta. Paling cakep kalo di layering sama diamond phyto serum. Menurutku sedikit lengket dan berat sih, karena teksturnya agak thick. Terlepas dari itu semua, cucok banget bat investasi kulit jangka panjang. btw ini 10% yaa, kalo mau coba, pakai yg 5% aja dulu.",Usage Period : 6 months - 1 year Purchase Point : Gift
11 Nov 2022,Adeliaftrs,Adeliaftrs recommends this product!,"Benerâ bisa ngebantu ngelawan jerawat, aku make yang 5% dan ini udh repurchase ke 2x nya, seampuh itu bagus poll, dirutinin bakal lebih bagus lagi + make dgn retinol ya beb biar mantul, baunya tawar gaada sensasi cekitâ, dan ga lengket sama sekali",Usage Period : 1 month - 3 months Purchase Point : Shopee
08 Nov 2022,inaantl,inaantl recommends this product!,"udah lama banget pake ini udh otw 2 taun, serumnya ngelembabin dan buat warna kulit merata, dia juga cepet nyerap dan ga buat bruntusan! menurutku sih worth to try karena emg ngaruh dan secinta ituuu sama somethinc! buruan cobain karena emg ngaruh dan bagus",Usage Period : More than 1 year Purchase Point : Shopee
07 Nov 2022,Siti3108,Siti3108 recommends this product!,"setelah memakai produk ini mukaku jadi terasa halus dan lebih bersih,,padahal baru baru ini pemakaianya tetapi sudah klop dimuka aku,dan juga bagus banget untuk muka aku,terimakasih banyak somethinc yang telah membuat aku lebih percaya diriâ¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸",Usage Period : 1 month - 3 months Purchase Point : Female Daily Studio
07 Nov 2022,luthfinakhiran,luthfinakhiran recommends this product!,"ummm pinter banget deh mba mba spg di toko skincare waktu itu nyaranin aku untuk coba serum ini. gila sih...... se worth it itu, senyaman itu ya Allah... seneng banget pakek ini, pakek yang 5% aja work gituloh di aku. gimana ya yang 10% nya tapi ini aja aku udah nyaman banget kok",Usage Period : 3 months - 6 months Purchase Point : Tokopedia
05 Nov 2022,keyrain_,keyrain_ recommends this product!,"sangat amat cocol di kulit aku, aku make ini bener bener sebulan tanpa ada cheating day dan hasil yang dikasih tuh kulit jadi lebih sehat, plumpy, dan glowing gituu. cara pemakaiannya pun gampang sekalii tinggal pake alat yang ada di tutup kemasannya. dan yang paling pasti tuh somethinc baunya enak dan efek yang dikasih pun dingin dingin seger",Usage Period : 1 week - 1 month Purchase Point : Traditional market
05 Nov 2022,WigaPursita,WigaPursita recommends this product!,"Serum somethinc pertama yang aku coba, hasilnya cocok cocok aja di kulitku, claim produk ini beginner friendly karna mengandung niacinamide 5%, fungsinya untuk mencerahkan, kemasannya botol kaca, lalu pump nya bisa di lock jadi aman kalo di bawa bawa, ga ada wanginya, tektsurnya ga gel ga cair, ada di tengah2 itu, cepat meresap dan ga bikin lengket. yang aku rasakan setelah abis 2 jar, lebih ke menjaga kecerahan kulit kalau untuk mencerahkan belum begitu keliat hasilnya, mungkin harus naik ke yg 10%. Tapi tetep bakal jadi pilihan serum untuk daily di pagi hari.",Usage Period : 6 months - 1 year Purchase Point : Shopee
02 Nov 2022,addiena,addiena doesn't recommend this product! ,"jujur klaim mencerahkannya ga terlalu kelihatan di kulitku (mungkin satu botol kurang cukup ya?). tapi ini melembabkan sih di kulit keringku. teksturnya cair&gampang diblend. paling enak kalo pakenya abis dimasukin kulkas, adem seger. tapi ga bakal repurchase, sih.",Usage Period : 1 month - 3 months Purchase Point : Shopee
01 Nov 2022,sekarayudyaa,sekarayudyaa recommends this product!,"aku pake yang 5% sebulanan, untuk efeknya ga cepet kelihatan, tapi kalau dipake rutin keliatan hasilnyaa. jujur sukaaaa bgttâ¤ efek ya g aku rasain di mukaku itu muka jadi agak cerahan, kulit kaya keliatan lebih sehat,sama yg paling aku suka sii bekas jerawat lumayan memudarr",Usage Period : 1 week - 1 month Purchase Point : Shopee
29 Oct 2022,Tikaakartika,Tikaakartika recommends this product!,"favorit ku bgt nih serum somethinc terbaik buat wajah aku jd lembab gak kusam dan mencerahkan , enak bgt gak lengket dikulit . ada harga ada kualitas , wlaupun agak mahal tapi serum ini bagus woooyyy , kalian wajib bgt cobain deh recomended banget â¤ï¸â¤ï¸â¤ï¸",Usage Period : 1 month - 3 months Purchase Point : Shopee
28 Oct 2022,emmegaa,emmegaa recommends this product!,Udahh repurchase beberapa kali serum Niacin satu ini kandungan Sabi nya juga berhasil bikin kulit keringkujadi lembab gitu abis pake produk ini kulit ku juga lebih cerah an tapi kalau lama kena mataharitetep jadi kusam apa aku harus nambah dosis jadi yang 10% yah,Usage Period : More than 1 year Purchase Point : Tokopedia
27 Oct 2022,deviafeb,deviafeb recommends this product!,"sempet skeptis sama serum ini karena over hype hehe tapi ternyata setelah cobain sendiri aku paham kenapa serum ini disukain banyak orang. pertama coba gara-gara dapat sample waktu belanja di FD Studio, eh kok tekstur & finishnya nyaman. teksturnya liquid runny gel transparan & ga ada wanginya samsek. gampang diratain tapi butuh waktu lama buat meresap sekitar semenitan gitu. begitu meresap rasanya lembab tapi ga lengket. yg paling seneng, 2 minggu pemakaian warna kulitku jadi cerah & merata tapi untuk bekas jerawat belum terlalu memudar. anyway, packagingnya dari kaca & pumpnya praktis + higenis cuma sayangnya botolnya ini ga bening jadi ga bisa lihat isinya, menyulitkan soalnya bikin nebak2 isinya tinggal seberapa. repurchase? yes, versi 40mlnya",Usage Period : 1 month - 3 months Purchase Point : Female Daily Studio
27 Oct 2022,nsnrans,nsnrans recommends this product!,"pemakaian serum ini di aku mungkin cuman buat melembabkan aja. untuk bikin wajah cerah aku ga terlalu lihat perubahannya (mungkin karena jarang aku pakai). serumnya cepat meresap dan ga bikin masalah di kulit aku, sih. mungkin kalau aku rutin pakai, bakal lebih kelihatan cerahnya.",Usage Period : 3 months - 6 months Purchase Point : Shopee
27 Oct 2022,PNabila,PNabila recommends this product!,"Holy grail aku! Lebih suka yg ini 5% drpd yg 10%, lebih less iritating dan cocok sm kulit ku. Secara konsisten ilangin dark spots, kulit jauh lebih cerah, lembab dan gak bikin jerawatan. Udh repurchase berkali2, aku personally sangat rekomen ini",Usage Period : 6 months - 1 year Purchase Point : Shopee
27 Oct 2022,xzlfaa,xzlfaa recommends this product!,"Aku pake yg 5% karena pernah nyobain yg 10% menurutku to much di skin aku, benerÂ² bisa meratakan sm mencerahkan warna kulit tp ya gitu pemakaiannya harus rutin dan membutuhkan waktu 3 mingguan maybe.Repurchase? Absolutely yess",Usage Period : Less than 1 week Purchase Point : Shopee
26 Oct 2022,Isti_Fauziyyah,Isti_Fauziyyah recommends this product!,"Ini serum pertama aku yg bikin aku kenal skin care dan rajin skin care an, siapa sih yg ga tau serum somethinc yg juara banget, brightening nya keliatan dlm dua minggu pemakaian, ga lengket dan gampang banget meresap di kulit, pasti nya cocok untuk semua jenis kulit...",Usage Period : More than 1 year Purchase Point : Shopee
26 Oct 2022,imeldanathali,imeldanathali recommends this product!,"Aku pake yang 10% dan suka banget! Ini udah botol keduaku dan efeknya beneran ada di akuuu. Pas pake ini tuh muka jadi keliatan lebih cerah dan smooth bangett, pori pori juga keliatan lebih samar. Untuk bekas jerawat lumayan ngaruh tapi takes time (ingat tidak ada yang instan). Terus juga lembab nya dapet banget lagiii, over all BAAGUUSS dan udah jadi holy grail kuu",Usage Period : 3 months - 6 months Purchase Point : Shopee
26 Oct 2022,VRalinsapark,VRalinsapark recommends this product!,"Pertama kali memutuskan pakai serum dan pilihan ku jatuh ke serum ini.Tertarik pkai krn review orng2 jg bgus, tp emang sebagus itu woy.Muka jadi cerah gitu trus jadi klihatam sehat dan gak kusam lgi.",Usage Period : 3 months - 6 months Purchase Point : Tokopedia
22 Oct 2022,gistya,gistya recommends this product!,ekspektasi aku tinggi untuk produk ini tp hasilnya di aku B aja:â) dia ga bikin breakout tapi dia juga ngga ada efek apa apa di wajah aku. huu sedih bangett padahal review orang2 banyak yang cocok dan hasilnya baguss. sayang sekali di aku b ajaaa,Usage Period : 1 month - 3 months Purchase Point : Shopee
21 Oct 2022,ucivietra,ucivietra recommends this product!,"Udah pake botol ketiga, pernah ngerasa ngaruh banget kaya lebih cerah gitu tapi ngga bertahan lama..tapi kayanya karna ngga rutin juga makenya. Teksturnya agak lengket, lumayan lama nyerepnya..jadi kalo aku lebih suka pake pas malem aja..",Usage Period : More than 1 year Purchase Point : Shopee
16 Oct 2022,angguntaniaa,angguntaniaa doesn't recommend this product! ,sebelumnya pake merk kain niacinamide yg 10% tapi setelah pindah ke niacinamide somethinc yg 5% ini gatau kenapa malah jadi kusam banget padahal sengaja turunin ke 5% karna di best combo sm retinol itu yg 5% ini ,Usage Period : 1 month - 3 months Purchase Point : Shopee
13 Oct 2022,EvangelineNavy,EvangelineNavy recommends this product!,"Serum ini 11 12 ama serum terkenal di luar negeri, bedanya ini affordable dan ingridient nya ada beet etc. Di aku prefer melembabkan dan bikin fresh aja karena aku belum berani pakai niacinamide 10% .",Usage Period : 1 week - 1 month Purchase Point : Shopee
12 Oct 2022,DeaSetia,DeaSetia recommends this product!,"First time nyobain serum ini setelah ngabisin berbotol2 barrier serum. awalnya ke racun sama adikku katanya yg ini lebih works untuk mencerahkan noda hitam/PIH. Setelah aku cobain selama -+ semingguan dan trnyata emang beneran sebagus itu dong. bekas jerawatku bbrpa bulan yg lalu udah mulai pudar skrang ini. pdahal itu susah bgt ilangnya lho udah sampe berbulan2. Tp tentunya karna dibantu sama skincare lain jg sih yg ngebantu serum ini bekerja lebih maksimal. Ini teksturnya cair dan bening. aku biasa pake satu pump aja sih karna udah cukup buat wajahku. cuma yg ini feelnya ga selembab yg barrier serum. jd abis pake serum ini butuh hidrasi yg lebih nampol biar kulit ga kering. kayanya aku mesti prepare keduanya (barrier dan sabi) sih buat selang seling. soalnya serumnya somethinc emang sebagus itu gaess. mana harganya murah bgt lg, dpet pas promo cuma 60rb'an aja gilaaa! untuk hasil yg ciamik ini worth it bgt sumpah..",Usage Period : 1 week - 1 month Purchase Point : Tokopedia
11 Oct 2022,AnnisaRosita26,AnnisaRosita26 recommends this product!,"Sempet nyoba ini pas lg breakout parah, apalagi prodaknya baru promo buy1get1 . Nyoba Pake ini buat hilangin bekas jerawat .Udah Sebulan pake ini keliatan wajah jadi lebih cerahan tp bekas jerawat tetep engga ilang. Bagus buat mencerahkan wajah wort it bgt ðð",Usage Period : 1 month - 3 months Purchase Point : Instagram
10 Oct 2022,liaey,liaey recommends this product!,"Aku personally lebih suka yg 5%, less iritating dibanding si 10% (walopun udah diiringin hydrating products lainnya) 10% niacinamide is too much for me. Si 5% ini bisa konsisten memudarkan darkspots atau bekas2 luka. Aku bahkan pake ini ke kaki aku yg bekas cakaran kucing.",Usage Period : 1 month - 3 months Purchase Point : Shopee
08 Oct 2022,Arsali_,Arsali_ recommends this product!,"ini udah keeesekian kalinya aku repurchase. duh ga ngerti lagi pokoknya produk ini holy grail banget buat aku. cumaann emg harus telaten dan rajin setiap hari dipake baru nyata hasilnya. kulit aku bener2 cerah, bekas jerawat pun memudar walaupun dalam case tertentu kayak misalkan jerawat yg bikin bopeng itu agak sulit dan lama ilangnya. tp tetep produk ini emg ga bohongan ngilangin bekas jerawatnya. kulit aku jg jd lebih sehat, glowing, dan jarang jerawatan . aku jg combine dengan avoskin yg refining serum+toner. beuuh makin nampol deh pokoknya. sekarang aku jerawatan kalo pas lagi mau halangan aja. dan bekas jerawat jg terbantu banget sama mereka2 inið¥¹",Usage Period : More than 1 year Purchase Point : Shopee
08 Oct 2022,vidanabila,vidanabila doesn't recommend this product! ,"Sempet pakai ini dulu untuk ilangin bekas jerawat plus mencerahkan wajah. Tapi ternyata bikin beruntusan, awalnya ngira ga cocok karena lagi masa purging, tapi udah 3 bulan ga membaik. Akhirnya skip dan ga beli lagi. Balik lagi skincare emang cocok cocokan",Usage Period : 3 months - 6 months Purchase Point : Watson
07 Oct 2022,Anggietanesya,Anggietanesya recommends this product!,"somethincofficial mengeluarkan Niacinamide terbaru dengan menambahkan kandungan SABI pada produk untuk hasil yang lebih cerah . Niacinamide sabi beet ini terdapat 2 Varian , 10% dan 5% . Gunanya bagi yang merasa sensitive dengan kandungan niacinamide tinggi bisa menggunakan 5% Niacinamide sabi beet. â¢ Mengandung 0,25% sabi white yang setara dengan 4% HydroquiHydroquinoneâ¢ Mengandung Centella Extract Waterâ¢ 100x Lebih Efektif tadi Licorice",Usage Period : 3 months - 6 months Purchase Point : Brand website
04 Oct 2022,akuIsma,akuIsma recommends this product!,"first time cobain produk dari somethinc menirutku dia cukup bikin aku puas sih dalam waktu yg gak lama karena aku juga baru pake. dia packagingnya biasa aja kaya serum pada umumnya, gk ada fragrance, teksturnya serumnya kentel jadi lebih awet menurutku dibanding serum yg cair cair. aku ngerasa muka aku jadi lebih ningkat cerahnya setelah pake ini dan dia dimuka aku yg sensitif ini fine aja gk nimbulin jerawat atau bruntusan.",Usage Period : 1 week - 1 month Purchase Point : Shopee
01 Oct 2022,anggun_fuji,anggun_fuji recommends this product!,"sebenernya udah pake yg 10%, sebelum pake ini kulitku kusam, skintone gak rata. tp emang penggunaannya harus telaten dan rajin. btw sekarang kemasannya ada yg pump jd lebih praktis dan higienis daripada yang pake pippet. Respurchase? absolutely YES!",Usage Period : More than 1 year Purchase Point : Gift
01 Oct 2022,camilladev,camilladev recommends this product!,"dulu waktu pertama kali pake serum ini kulitku ga karuan, uneven skintone dan kusam. pake ini hampir 2 bulanan yang 20ml dan itu bantu ratain warna kulitku dan bikin lebih cerah. cerahnya ga dramatis sih, tapi ngaruh banget. kalo kulit kalian kuat mending coba langsung yang 10% nya aja, lebih mantab.",Usage Period : 1 month - 3 months Purchase Point : Shopee
29 Sep 2022,Yolandafeninta07,Yolandafeninta07 recommends this product!,"produk cukup lembab, cepat menyerap di wajah. tekstur juga tidak terlalu kental dan saat pemakaian tidak ada bau menyengat namun selama beberapa kali repurchase belum ada perubahan pada wajah. tapi kembali lagi efek di setiap orang berbeda",Usage Period : 1 month - 3 months Purchase Point : Shopee
27 Sep 2022,nini13,nini13 recommends this product!,"Salah satu produk lokal yang sering aku pakai itu memang Somethinc. Serum ini adalah salah satu yang buat aku percaya kalau Somethinc itu memang cocok dan worth-it. Setelah pakai niacinamide serum ini, kulit aku keliatan lebih cerah dan lumayan mampuh ngurangin dark spot atau hiperpigmentation jerawat. Patut dicoba!",Usage Period : 1 month - 3 months Purchase Point : Shopee
27 Sep 2022,tyaanggraeni,tyaanggraeni recommends this product!,"Untuk pertama kali coba produk serumnya ini sih gaterlalu pengaruh dikulit aku, cuma dia ngasih efek lembab aja dikulit aku. selama sebulan pakai kulit Aku Masih blm ngasih efek Yang signifikan dengan klaim yang tertera Di produk yaitu mencerahkan.",Usage Period : Less than 1 week Purchase Point : Brand website
27 Sep 2022,Anieliya,Anieliya recommends this product!,Serumnya tuh cepet banget nyerep. Finishnya lembab tapi gak lengket sama sekali. Kulitku kering dan beberapa hari pake hasilnya udah keliatan. Aku pkenya abis cuci muka pas kondisi mukaku lagi kering langsung ditampol sama ni serum. Mantulity deh pokoknya,Usage Period : Less than 1 week Purchase Point : Beautyhaulindo
27 Sep 2022,tatiananindhita,tatiananindhita recommends this product!,"Ini serum kesayangan sejuta umat ya kayanya? Tapi aku ga bisa pake, drying bangettt. Kayanya emang aku ga bisa pake niacinamide yg presentasenya diatas 2 / 3% sih. Mencoba banget untuk mencintai ini, tapi ga bisa ð aku lebih milih arbutin aja drpd niacin buat brightening agent.",Usage Period : 1 month - 3 months Purchase Point : Shopee
26 Sep 2022,adeayu,adeayu doesn't recommend this product! ,"I expected too much from this product since I used the toner, and it turned out well. This serum is just sticky and bit smell like chemical. In the first month of use, my acne got worse, somewhat fungal acne. I think it would be better to have AC in your room when you use it. Also, this serum isn't suitable to use before makeup because it makes the makeup crack and doesn't last long.",Usage Period : 1 month - 3 months Purchase Point : Shopee
25 Sep 2022,CaveriaPeonie,CaveriaPeonie doesn't recommend this product! ,"Somethinc Niaciminide, sebenarnya beli ini karena ikut - ikutan teman, dan aku biasanya juga pakai Niaciminide dari merk sebelah, jadilah kubeli yang ini, sama yang Bakuchiol. Katanya bagus, juga harganya lumayan lah 11:12 sama Skincare yang biasa aku pakai.(+) Sisi Positif1. Melembabkan kulit sih ok - ok aja, tidak terlalu Overmoist sekali atau bikin keset.2. Mencerahkan kulit ini lumayan nampol dari skincare yang biasa aku pakai.(-) Sisi Negatif1. Kulitku jadi merah - merah dan iritasi setelah Minggu ketiga pemakaian.2. Efeknya gak beruntusan di aku, tapi gatal - gatal diwajah aku. Terus besoknya ada muncul efek kayak jerawat gitu, aku gak terlalu mengerti ini jerawat atau purging tapi yang jelas semakin kupakai, semakin banyak.Overall buat Serum ini : 7.2/10 (Klaim Mencerahkan dan melembabkan)Repurchase : No (Lebih cocok Bakuchiol)",Usage Period : 1 week - 1 month Purchase Point : Tokopedia
23 Sep 2022,valerie_vlnc,valerie_vlnc recommends this product!,"Jujur udah lupa berapa kali repurchase but this is the first somethinc product that I've tried. Keinget pas baru pertama launching mereka baru keluarin 3 serum and this is one of my holigrail yang aku ga bakal skip di skincare routineku! First of all, the texture kentel tapi gampang nyerep. Setelah aku pake selama ini, aku ngerasa jerawatku mendingan banget and also the oil control is ð¯. Ini serum tu bener2 bisa banget di kombi but my current fav combo is the alpha arbutin & bakuchiol+ niacin sm yg diamond serum + niacin. Emang ga secepet itu mencerahkannya tapi setelah 2-3 bulan mulai kelihatan kok. Will always repurchase this product ð",Usage Period : More than 1 year Purchase Point : Shopee
22 Sep 2022,iniyulitaaa,iniyulitaaa recommends this product!,"sejauh ini masih aman, efeknya dikulit aku sih lebih lembab halus terus cerah berawan. texturenya cair banget. cepet meresapnya. kulit berasa kenyal kaya jelly setiap abis pakai ini serum dimalam hari. pokoknya sesuka itu sama ini serum.ððð",Usage Period : 1 week - 1 month Purchase Point : Shopee
21 Sep 2022,jihanff,jihanff recommends this product!,"Dulu aku pernah pake serum niacinamide + moisture sabi beet yg 5% ini dilayer sama serum hyaluronic karena permasalahan kulit aku tuh agak kusam, warna kulitnya ga merata gitu, dan kulit aku kering pol dan ternyata beneran hasilnya ada bgt lagi! Serum ini alhamdulillah cocok di kulit aku dan beneran bikin mencerahkan wajahku, memudarkan bekas jerawat kaya dark spot gt dan bruntusan, terus serum ini juga bikin lembab di wajah gitu setiap habis diaplikasiin, teksturnya agak cair dan lumayan mudah meresap. Sekarang aku suka layer serum niacin sabi yg 5% ini sama serum terbarunya yg diamond ga kalah nampolnya! Beneran bikin kulit aku cerah, yg awalnya bruntusan jd ilang, lebih halus, walaupun ga terlalu melembabkan banget di wajah aku, tapi memang biasanya aku perlu layer pake moisturizer lagi biar lembab! Bagus bgt pokonya ga boongð¥¹ð«¶ð»",Usage Period : 1 week - 1 month Purchase Point : Tik Tok
21 Sep 2022,safaranuansa,safaranuansa recommends this product!,"Sejauh ini, produk serum yang sangat ampuh dalam mencerahkan ya Somethinc Niacinamide ini!ð­ teksturnya cair tapi ga cair banget, dan hasilnya sangat2 nyataa!! Bener2 membuat muka lebih cerah, darkspot2 memudar bahkan ada yg hampir ilangð­ð­â¤ï¸",Usage Period : 1 month - 3 months Purchase Point : Shopee
21 Sep 2022,rafiramadhani96,rafiramadhani96 doesn't recommend this product! ,"Repurchase? NO! Ini serum sama sekali ga ada pengaruh di wajahkuð¤£ udah pake sebulan tp ga ada perubahan apapun. Mencerahkan? Ga ah. Menyamarkan bintik gelap? Ga jugað¥². Mungkin satu yg keliatan, whitehead di sela hidung LUMAYAN hilang. Buat kulit sensitif serum ini ga ada negatif nya, aman aman aja. Mau coba niacinamide yg lain ah",Usage Period : 3 months - 6 months Purchase Point : Shopee
20 Sep 2022,ayusetyowatimarmin,ayusetyowatimarmin recommends this product!,"Sebenernya pakai yg niacinamide 10% efek mencerahkannya mantulll banget tapi emang butuh waktu dan telaten. Efek mencerahkannya kurang lebih setelah pemakaian 5-6 bulanan. Pakai ini juga ngebantu meminimalkan munculnya jerawat di kulit acne prone saya, yah kecuali jerawat hormonal masih tumbuh 1-2 jerawat tapi msh batas wajar bgttt. Bakal repurchase terus menerus ð¥°",Usage Period : More than 1 year Purchase Point : Beautyhaulindo
20 Sep 2022,tifaalkatiryy,tifaalkatiryy recommends this product!,"salah satu serum yang menurutku nampol banget di wajah, efek menyerahkannya keliatan banget, dia juga bikin bekas2bekas jerawat mulai memudar, kulit yang gradakan berasa lebih mulus (dibarengi dengan rajin exfo toner), cuma kurang suka pipetnya ð mencet berkali kali tuh macet2 gak bisa nyedot langsung banyak gitu, maybe bisa diperbaiki untuk pipetnya, biar penggunaannya lebih enak",Usage Period : 1 week - 1 month Purchase Point : Gift
19 Sep 2022,ejv,ejv recommends this product!,"serum sejuta umat iniii yaaa memang lumayan bagus sihh,, aku udah abisin 1 botol yg biasa itu trs yg botol besar juga udh hampir habis. aku pake ini udh lama sih karena emng suka bngt sama ingredient niacinamide!! serum ini ga bikin aku beruntusan atau anything, trs lumayan bantu mencerahkan,, tapi lama2 malah ga terlalu keliatan lg efeknya yaâ¦ jdnya ni ga habis2 yg botol besar krn aku udh jarang pake :â)",Usage Period : More than 1 year Purchase Point : Shopee
13 Sep 2022,trifany_,trifany_ recommends this product!,"selama 1 minggu pake sih udah keliatan banget yaa kulitku jadi lebih cerah sama spot bekas jerawatku agak memudar padahal baru seminggu lohhh, seneng banget dikasih serum ini, bakal beli sih kalo abis. btw tipe kulitku oily yaa dan tetep aman dimukaku",Usage Period : Less than 1 week Purchase Point : Gift
13 Sep 2022,Popeyepoye,Popeyepoye recommends this product!,"Serum terbaik sepanjang masa, awal coba karena lagi jerawatan banget, setelah pakai serum ini jerawatnya membaik banget, dan bukan cuma jerawatnya yg lama lama menghilang, tapi bekas jerawatnya pun ikut hilang. Texture kulit aku juga jauh lebih halus dan lembab, dan bikin aku jadi jarang jerawatan lagi. Kulit juga jauh lebih cerah dan keliatan sehat banget",Usage Period : 3 months - 6 months Purchase Point : Brand website
11 Sep 2022,yanawirdhamuradina,yanawirdhamuradina recommends this product!,"ini serum udah aku pake 2 tahunan kyknya.. pakainya siang dan malam. secinta itu sama serum ini, belom berani pake retinol karena lg hamil. jd pake yg ini aja dulu.. klo beli yg 20ml abisnya hampir sebulanan lah. biasanya aku pake yg 40ml.. pakainya sesudah pakai sabun mukanya yg Low PH",Usage Period : Less than 1 week Purchase Point : Shopee
11 Sep 2022,iethanta,iethanta recommends this product!,"Setelah muka gw break out, gw hati-hati banget memilih skincare. Karena gw cuma berani pakai produk labore utk kulit sensitif. Gw merasa harus ada tambahan serum untuk ngasih nutrisi tambahan ke kulit muka gw. Berhubung umur gw juga udah kepala 3 kan. Gw nyari yang benar-benar friendly sama kulit sensitif gw. Akhirnya gw berlabuh ke salah satu serum SOMETHINC yg ini. Alhamdulillah sampai saat ini cocok. Bikin muka gw makin shinning shimmering splendid. Sampai ada temen yang bilang, muka lu makin glowing ini kaa. hahahaha. Ini juga berkat beberapa serum SOMETHINC lainnya yg gw layering bareng. Cuma ini juga MUST ITEM banget ASLI!",Usage Period : 3 months - 6 months Purchase Point : Tokopedia
08 Sep 2022,sihanum,sihanum recommends this product!,aga tricky memang cari serum yg cocok. tp versi sabi itu cocok dikulitku setelah pemakaian 3 minggu. Teksturnya yg gampang meresap jadi enak bgt dipakainya. Senengnya lagi ga ada efek samping dimukaku,Usage Period : 1 week - 1 month Purchase Point : Shopee
07 Sep 2022,donnaya,donnaya recommends this product!,"Aku suka pake produk ini.. sejauh ini si aman aman ajaa, akhirnya nemu yg cocok, keliatan bedanya.. otw beli lagii, yg dirumah udh mau abiss ð¥² happy banget kl nemu serum yg gampang nyerep di kulit ð",Usage Period : Less than 1 week Purchase Point : Shopee
